Depth Target_depth
0.410000 0.410000
0.420000 0.410000
0.420000 0.410000
0.410000 0.410000
0.410000 0.410000
0.410000 0.410000
0.420000 0.410000
0.410000 0.410000
0.420000 0.410000
0.410000 0.410000
0.410000 0.410000
0.410000 0.410000
0.420000 0.410000
0.410000 0.410000
0.410000 0.410000
0.410000 0.410000
0.410000 0.410000
0.410000 0.410000
0.420000 0.410000
0.400000 0.410000
